User ID,Timestamp,Age,Gender,Location,Languages Spoken,Class 10 Percentage,Class 12 Percentage,Class 12 Stream,Graduate Major,Graduate CGPA,PG Major,PG CGPA,Highest Education,Academic Consistency,Technical Skills,Tech Skill Proficiency,Soft Skills,Soft Skill Proficiency,Skill Embedding,Courses Completed,Avg Course Difficulty,Total Hours Learning,Course Keywords,Project Count,Avg Project Complexity,Project Keywords,Experience Months,Experience Types,Job Level,Work Keywords,Interest STEM,Interest Business,Interest Arts,Interest Design,Interest Medical,Interest Social Science,Career Preference,Work Preference,Preferred Industries,Preferred Roles,Conscientiousness,Extraversion,Openness,Agreeableness,Emotional Stability,Current Status,Target Job Role
34360e87-b0d7-40c5-a375-458c967b9a3e,2025-03-25 06:18:52.888017,24,Male,Hyderabad,"Marathi, Telugu, Bengali, Malayalam",56.05,80.59,Science,BSc Physics,9.14,MSc,9.27,BCom,0.6,"AWS, Docker",0.9,"Communication, Teamwork",5.1,auto,20,5,129,Course list,10,3,Project description,15,Freelance,Entry Level,Work detail,0.8,0.4,0.1,0.9,0.8,0.5,Technical,"Flexible, Office",Finance,Backend Developer,4,4,3,3,2,Student,Backend Developer
e83544e4-8d87-480c-9f02-934b97d4175b,2025-04-08 06:18:52.888097,46,Other,Delhi,"Malayalam, Gujarati, Tamil",85.79,62.52,Science,BTech CSE,7.3,MCA,9.25,BTech,0.62,"Python, JavaScript",0.5,"Creativity, Adaptability",7.1,auto,10,2,116,Course list,8,1,Project description,222,"Full-time, Freelance",Senior Level,Work detail,0.7,0.5,0.4,1.0,0.9,0.7,Technical,"Flexible, Office",Technology,Frontend Developer,5,2,3,5,1,Working Professional,Frontend Developer
2d0e046f-fc88-413e-8d2f-5fb67d342380,2025-10-23 06:18:52.888196,20,Other,Kolkata,Gujarati,62.88,61.56,Arts,BTech Mechanical,6.62,MSc,7.8,MA,0.71,"SQL, MongoDB",0.4,"Leadership, Problem Solving",5.2,auto,29,1,352,Course list,10,5,Project description,7,Part-time,Entry Level,Work detail,0.1,0.3,0.0,0.0,0.9,0.2,Other,Flexible,"E-commerce, Finance, Consulting",Backend Developer,5,5,2,4,2,Student,Backend Developer
25c73f7d-77ca-459d-801c-9f461b8eca22,2025-06-23 06:18:52.888272,27,Male,Bhopal,"Bengali, Punjabi, Gujarati, Kannada",74.36,73.53,Science,BCA,9.02,MSc,9.77,BA,0.69,"Python, JavaScript",0.5,"Leadership, Problem Solving",5.5,auto,15,2,376,Course list,6,5,Project description,22,"Part-time, Internship",Entry Level,Work detail,0.1,1.0,0.4,0.6,0.2,0.6,Creative,"Office, Hybrid",Finance,AI Engineer,5,2,5,1,1,Student,AI Engineer
cac5e52c-c33e-4fe5-93ae-87f9956de10d,2025-04-03 06:18:52.888368,43,Other,Nagpur,"Telugu, Kannada",67.17,89.44,Commerce,BBA,8.13,MTech,8.65,MBA,0.63,"React, Node.js",0.7,"Creativity, Adaptability",5.1,auto,24,5,326,Course list,9,5,Project description,25,"Internship, Freelance",Mid Level,Work detail,0.0,0.3,0.1,0.1,0.8,0.7,Creative,Remote,"Finance, Manufacturing",Project Manager,4,1,5,3,4,Working Professional,Project Manager
4ac6539a-ca29-4fa4-8c90-567b9fa242e5,2025-11-03 06:18:52.888441,48,Male,Pune,"Kannada, Tamil, Hindi",71.44,71.87,Arts,BA English,9.39,MTech,6.32,Diploma,0.45,"SQL, MongoDB",0.4,"Communication, Teamwork",9.8,auto,4,3,11,Course list,7,3,Project description,274,Freelance,Senior Level,Work detail,0.3,0.9,0.0,1.0,0.2,0.3,Other,Hybrid,E-commerce,Designer,1,5,4,5,2,Working Professional,Designer
609b1181-fb24-4b53-9623-482b0a8f7886,2025-04-02 06:18:52.888525,21,Other,Chennai,"Punjabi, Malayalam, Telugu, Bengali",78.78,63.91,Arts,BA English,9.03,None,0.0,MA,0.93,"AWS, Docker",0.5,"Communication, Teamwork",6.7,auto,17,3,302,Course list,0,3,Project description,18,Freelance,Entry Level,Work detail,0.4,0.5,0.2,0.2,0.8,0.1,Other,"Remote, Hybrid","Healthcare, Technology, Consulting, Retail",Data Analyst,5,3,1,2,2,Student,Data Analyst
dbdeeaa5-4167-4f5b-ab2b-2d478033f635,2025-10-16 06:18:52.888593,23,Male,Kolkata,"Malayalam, Tamil, Bengali, Marathi",62.67,85.67,Science,BBA,9.37,MCA,9.64,MCA,0.71,"Python, JavaScript",1.0,"Communication, Teamwork",9.3,auto,14,1,283,Course list,2,5,Project description,3,Internship,Entry Level,Work detail,0.9,0.0,0.8,0.2,0.1,0.7,Technical,Flexible,"E-commerce, Consulting, Healthcare, Manufacturing",Frontend Developer,5,1,4,5,5,Student,Frontend Developer
32629330-7973-4534-b632-390ed5daf60a,2025-04-23 06:18:52.888732,43,Other,Pune,Malayalam,94.81,93.98,Commerce,BA English,9.46,MCA,6.75,BSc,0.81,"SQL, MongoDB",0.8,"Communication, Teamwork",5.2,auto,27,5,181,Course list,0,5,Project description,123,Internship,Senior Level,Work detail,0.2,0.6,0.0,0.1,0.5,0.3,Business,"Hybrid, Remote",Consulting,Software Engineer,5,1,1,4,2,Working Professional,Software Engineer
8ec50e99-208f-439a-90af-df40fbe64994,2025-08-28 06:18:52.888836,34,Other,Guwahati,"English, Hindi",66.31,81.02,Arts,BTech Mechanical,8.47,MCA,8.5,BA,0.82,"React, Node.js",0.4,"Leadership, Problem Solving",6.1,auto,29,1,171,Course list,7,2,Project description,42,Freelance,Mid Level,Work detail,0.1,0.1,0.4,0.4,0.3,0.9,Business,Remote,"Manufacturing, Healthcare",Project Manager,3,1,3,5,3,Working Professional,Project Manager
ef07705c-3c38-4bad-8852-600cf26c6295,2025-07-18 06:18:52.888913,38,Female,Ahmedabad,"Hindi, Malayalam, Punjabi",55.56,78.17,Commerce,BSc Math,8.99,MTech,9.2,MTech,0.91,"SQL, MongoDB",0.8,"Communication, Teamwork",8.1,auto,30,1,253,Course list,2,4,Project description,74,"Part-time, Internship",Mid Level,Work detail,0.2,0.9,0.1,0.7,0.4,1.0,Business,"Office, Remote","Technology, Consulting, Healthcare, Manufacturing",Frontend Developer,2,5,5,2,4,Working Professional,Frontend Developer
a1f57978-b2a5-4a85-8cb3-4240aa983bd6,2025-07-13 06:18:52.889005,30,Female,Ahmedabad,"Gujarati, Tamil, Bengali",59.68,91.2,Science,BA English,9.27,MBA,6.01,MBA,0.42,"TensorFlow, PyTorch",0.8,"Leadership, Problem Solving",7.4,auto,11,3,249,Course list,11,3,Project description,40,"Internship, Full-time",Mid Level,Work detail,0.5,0.8,0.2,0.3,0.3,0.9,Other,Flexible,"Technology, Healthcare, E-commerce",Data Analyst,4,1,1,4,2,Working Professional,Data Analyst
66049db5-bbac-43dd-9f6d-bac9b3876241,2025-07-24 06:18:52.889108,34,Other,Ahmedabad,"Telugu, Marathi, Hindi",79.69,75.83,Commerce,BSc Physics,9.61,MBA,8.36,BSc,0.89,"TensorFlow, PyTorch",0.4,"Communication, Teamwork",10.0,auto,22,3,446,Course list,6,3,Project description,80,"Part-time, Freelance",Mid Level,Work detail,0.4,1.0,0.1,0.9,0.6,0.2,Creative,Remote,"Finance, Retail, Consulting, E-commerce",Data Analyst,4,2,2,3,2,Working Professional,Data Analyst
0ed193ac-0ae2-4487-8ede-a0628c253fbb,2025-08-04 06:18:52.889212,28,Female,Patna,Bengali,64.14,77.47,Commerce,BTech CSE,8.71,None,0.0,BTech,0.82,"TensorFlow, PyTorch",0.6,"Creativity, Adaptability",7.4,auto,7,2,197,Course list,12,3,Project description,8,Part-time,Entry Level,Work detail,0.6,0.7,0.9,0.5,0.0,0.3,Other,Flexible,"Technology, Healthcare, Retail",Project Manager,1,3,5,1,5,Student,Project Manager
31b60563-79e1-48d3-bd5b-b3fed689917b,2025-02-28 06:18:52.889455,22,Male,Lucknow,"Marathi, Bengali",85.39,68.58,Commerce,BCom,8.83,MBA,8.35,BCom,0.65,"SQL, MongoDB",0.7,"Communication, Teamwork",5.9,auto,24,3,388,Course list,11,4,Project description,15,"Freelance, Part-time",Entry Level,Work detail,0.2,0.8,0.9,0.5,0.6,0.2,Technical,Hybrid,"E-commerce, Finance",AI Engineer,4,1,4,4,4,Student,AI Engineer
3dcd040b-deff-480e-a118-b553d81fba91,2025-08-20 06:18:52.889557,20,Other,Chennai,"Kannada, Bengali, Gujarati, Tamil",89.75,80.0,Commerce,BCA,7.3,MSc,7.97,MTech,0.9,"Python, JavaScript",0.4,"Creativity, Adaptability",5.1,auto,25,2,25,Course list,12,5,Project description,18,"Freelance, Full-time",Entry Level,Work detail,0.4,0.2,0.1,0.4,0.1,0.1,Creative,Hybrid,"Consulting, Manufacturing",Project Manager,2,4,1,4,4,Student,Project Manager
f501d5ab-dabf-49ad-8149-59d0908bbaac,2024-12-10 06:18:52.889629,42,Male,Pune,"Tamil, English",61.17,85.5,Arts,BBA,9.4,None,0.0,BCA,0.91,"Python, JavaScript",1.0,"Creativity, Adaptability",8.9,auto,18,3,122,Course list,12,5,Project description,171,"Full-time, Freelance",Senior Level,Work detail,0.1,0.9,0.1,0.3,0.3,0.5,Other,Hybrid,"Finance, Retail, Consulting, Healthcare",Frontend Developer,3,2,3,5,5,Working Professional,Frontend Developer
5ce50492-4f2f-4152-97f3-6b50ec724eff,2025-10-26 06:18:52.889709,38,Male,Bengaluru,"Hindi, Punjabi",76.1,94.41,Arts,BTech CSE,9.41,MCA,8.97,MA,0.87,"TensorFlow, PyTorch",0.9,"Communication, Teamwork",6.0,auto,12,2,18,Course list,2,1,Project description,116,Part-time,Senior Level,Work detail,0.9,0.0,0.2,1.0,0.0,0.3,Creative,Flexible,"Retail, Technology",Project Manager,2,5,1,4,3,Working Professional,Project Manager
129c2946-04ba-40a5-ab17-56d1e9366dfb,2025-04-07 06:18:52.889913,20,Female,Hyderabad,"Punjabi, English",57.74,58.65,Commerce,BBA,8.4,MSc,6.29,BE,0.93,"TensorFlow, PyTorch",0.6,"Creativity, Adaptability",7.1,auto,28,4,138,Course list,4,3,Project description,14,"Freelance, Part-time",Entry Level,Work detail,0.3,0.5,0.0,0.6,0.1,0.5,Technical,Hybrid,Healthcare,AI Engineer,1,3,3,3,4,Student,AI Engineer
6af7c901-d477-47a8-b978-6314092d5e29,2025-02-07 06:18:52.890088,44,Male,Hyderabad,English,73.97,89.5,Arts,BCom,9.56,MSc,7.06,MSc,0.93,"AWS, Docker",0.7,"Leadership, Problem Solving",9.0,auto,30,3,287,Course list,9,5,Project description,84,"Full-time, Part-time",Senior Level,Work detail,0.8,0.6,0.5,0.1,0.1,0.5,Other,"Hybrid, Flexible",Finance,Backend Developer,4,1,5,3,2,Working Professional,Backend Developer
0fec8f22-bf67-4746-bc93-7ccfb84f135a,2025-11-06 06:18:52.890202,34,Male,Guwahati,"Bengali, Hindi, Kannada",65.69,85.98,Arts,BSc Math,8.82,MBA,8.8,BSc,0.79,"React, Node.js",0.7,"Communication, Teamwork",7.9,auto,9,3,410,Course list,12,3,Project description,94,"Freelance, Full-time",Senior Level,Work detail,1.0,0.1,0.1,0.2,0.4,0.0,Business,"Hybrid, Office","Finance, Healthcare, Consulting, Retail",Backend Developer,3,1,1,2,1,Working Professional,Backend Developer
43d0af93-fcce-4912-a6cf-cd36fcce41df,2025-11-03 06:18:52.890341,31,Male,Chennai,"Bengali, Hindi, Gujarati",85.83,94.65,Science,BTech CSE,9.39,MSc,7.69,BSc,0.71,"SQL, MongoDB",0.4,"Communication, Teamwork",9.4,auto,16,4,115,Course list,8,2,Project description,104,"Full-time, Internship",Senior Level,Work detail,0.4,0.8,0.8,0.3,0.9,0.1,Other,"Office, Hybrid","Manufacturing, Technology, Retail",Frontend Developer,2,3,1,4,5,Working Professional,Frontend Developer
ccb31862-e2af-45a7-a745-63c1809f8512,2025-06-16 06:18:52.890423,32,Female,Kochi,English,76.51,70.96,Science,BSc Physics,9.29,MTech,6.23,BA,0.58,"Python, JavaScript",0.7,"Creativity, Adaptability",5.8,auto,3,3,145,Course list,0,2,Project description,15,Freelance,Entry Level,Work detail,0.8,0.3,0.4,0.1,0.4,0.6,Business,"Hybrid, Remote","Manufacturing, Finance",Frontend Developer,4,5,4,1,1,Working Professional,Frontend Developer
b1fddfd8-d085-4046-8075-33b8ac8c6b39,2025-06-21 06:18:52.890518,27,Female,Chennai,"English, Marathi",81.98,75.25,Science,BTech CSE,8.94,MTech,8.32,MCom,0.55,"SQL, MongoDB",0.3,"Creativity, Adaptability",9.7,auto,29,5,278,Course list,2,1,Project description,0,"Part-time, Internship",Entry Level,Work detail,0.9,0.2,0.6,0.4,0.3,0.9,Technical,Office,"Technology, Healthcare, Consulting, E-commerce",Software Engineer,4,3,4,5,2,Student,Software Engineer
5ab80ad9-a45f-47bb-b644-2e496a897dd7,2025-04-26 06:18:52.890621,49,Other,Mumbai,"Malayalam, Kannada",78.44,83.21,Science,BSc Physics,8.54,MTech,6.98,MSc,0.61,"Python, JavaScript",0.7,"Communication, Teamwork",7.2,auto,19,2,370,Course list,12,4,Project description,79,Part-time,Mid Level,Work detail,0.8,0.5,0.7,0.5,0.4,1.0,Other,Flexible,"Healthcare, Technology, Finance, Manufacturing",Data Analyst,3,3,5,5,3,Working Professional,Data Analyst
76cc06fe-9627-4998-9ed7-571f3195a223,2025-03-15 06:18:52.890698,43,Other,Hyderabad,Tamil,56.69,61.6,Science,BTech CSE,8.9,MTech,8.37,MCom,0.51,"TensorFlow, PyTorch",0.3,"Communication, Teamwork",5.2,auto,24,2,44,Course list,10,3,Project description,159,"Internship, Part-time",Senior Level,Work detail,0.4,0.1,0.6,0.9,0.8,1.0,Other,Office,"Retail, Consulting, E-commerce",Frontend Developer,3,3,4,2,4,Working Professional,Frontend Developer
9ea28422-06a2-419a-9a2e-d6b434e7c1b6,2025-01-19 06:18:52.890771,19,Other,Delhi,"Marathi, Punjabi, Tamil, Hindi",90.31,81.15,Commerce,BSc Math,6.57,MTech,6.72,MBA,0.88,"AWS, Docker",0.7,"Communication, Teamwork",6.1,auto,30,4,142,Course list,9,2,Project description,19,"Full-time, Freelance",Entry Level,Work detail,0.3,0.4,0.3,0.8,0.4,0.0,Technical,Remote,"Retail, Healthcare",Project Manager,1,5,1,2,2,Student,Project Manager
8c13b3f8-b1bd-469e-b643-1b69627c3694,2025-09-22 06:18:52.890984,36,Other,Bengaluru,Kannada,85.51,80.41,Science,BTech CSE,8.82,MBA,9.64,MBA,0.84,"TensorFlow, PyTorch",0.4,"Leadership, Problem Solving",9.8,auto,8,3,42,Course list,9,4,Project description,72,"Internship, Freelance",Mid Level,Work detail,0.1,0.6,1.0,0.7,0.7,0.6,Technical,Remote,"Finance, Manufacturing, Consulting, Technology",Project Manager,1,3,1,2,4,Working Professional,Project Manager
5081029d-e16b-478f-a7ff-705784b6fe3a,2025-04-11 06:18:52.891144,29,Other,Lucknow,Bengali,77.78,58.14,Arts,BTech CSE,9.1,MSc,9.57,MCA,0.84,"AWS, Docker",0.3,"Creativity, Adaptability",9.1,auto,2,5,384,Course list,8,1,Project description,86,"Freelance, Full-time",Senior Level,Work detail,0.4,0.1,0.1,0.5,0.4,0.1,Technical,"Flexible, Hybrid","Manufacturing, Finance",Data Analyst,2,2,1,5,2,Working Professional,Data Analyst
94d3280c-833c-485a-a757-ba67bb5a9bfd,2025-04-30 06:18:52.891269,41,Other,Jaipur,"Marathi, Kannada",86.89,74.92,Arts,BBA,9.66,None,0.0,ME,0.86,"AWS, Docker",0.9,"Creativity, Adaptability",7.9,auto,22,3,168,Course list,4,1,Project description,61,Full-time,Mid Level,Work detail,0.7,0.3,0.4,0.9,0.9,0.1,Creative,Remote,"Consulting, E-commerce",Frontend Developer,2,2,2,2,3,Working Professional,Frontend Developer
bdc7c2b7-d300-4468-928a-dceee1c4c11b,2025-06-11 06:18:52.891348,32,Male,Ahmedabad,"Tamil, Malayalam, Punjabi",67.89,59.25,Science,BA English,8.6,MTech,8.3,BTech,0.71,"TensorFlow, PyTorch",0.8,"Communication, Teamwork",9.2,auto,3,3,290,Course list,2,3,Project description,130,Internship,Senior Level,Work detail,0.8,0.0,0.8,1.0,0.9,0.9,Creative,Remote,"E-commerce, Manufacturing, Retail",Frontend Developer,3,5,2,1,2,Working Professional,Frontend Developer
f6c62251-a646-49ba-aec2-8629037f2a39,2025-02-05 06:18:52.891420,20,Other,Guwahati,Punjabi,64.65,74.79,Commerce,BBA,7.6,MCA,8.34,MBA,0.84,"AWS, Docker",0.9,"Communication, Teamwork",5.6,auto,1,5,232,Course list,0,3,Project description,4,"Internship, Part-time",Entry Level,Work detail,0.8,1.0,0.8,0.4,0.5,0.4,Business,"Office, Remote","Finance, Technology, E-commerce, Consulting",Data Analyst,3,4,2,3,2,Student,Data Analyst
ec2429b3-1fc5-4d0b-99b6-fa36be04aa12,2025-08-12 06:18:52.891490,22,Female,Bengaluru,English,79.78,62.41,Arts,BTech CSE,8.51,None,0.0,MCom,0.71,"AWS, Docker",1.0,"Creativity, Adaptability",7.9,auto,29,3,336,Course list,3,5,Project description,10,Internship,Entry Level,Work detail,0.1,0.1,0.7,0.8,0.9,0.9,Technical,Office,"E-commerce, Healthcare, Consulting",AI Engineer,3,2,3,5,5,Student,AI Engineer
aa6338cc-521e-40c5-aa87-e3665087a138,2025-05-18 06:18:52.891579,29,Male,Bhopal,Gujarati,93.25,81.05,Science,BA English,8.89,MSc,6.98,MCom,0.78,"AWS, Docker",0.9,"Creativity, Adaptability",8.3,auto,11,2,174,Course list,11,5,Project description,54,"Full-time, Part-time",Mid Level,Work detail,0.5,0.4,0.7,0.8,0.9,0.8,Business,Remote,"Finance, E-commerce",Project Manager,4,3,5,3,5,Working Professional,Project Manager
232b7368-1e58-4f1e-87c7-4ebc35f0c9bf,2025-10-12 06:18:52.891694,24,Male,Chennai,"Tamil, English",55.44,66.15,Arts,BCom,9.08,MSc,8.76,BE,0.43,"AWS, Docker",1.0,"Creativity, Adaptability",8.3,auto,6,2,338,Course list,11,4,Project description,7,Freelance,Entry Level,Work detail,0.4,0.2,1.0,0.3,0.2,0.4,Other,"Office, Flexible","Technology, Retail, Healthcare",AI Engineer,3,2,4,1,2,Student,AI Engineer
f3e365ae-fb4d-4f83-8d6c-d85b39aa2191,2025-02-13 06:18:52.891781,41,Female,Chennai,"Marathi, Bengali, Punjabi, English",84.53,59.4,Arts,BTech CSE,9.56,MBA,8.17,BTech,0.93,"Python, JavaScript",0.8,"Creativity, Adaptability",5.2,auto,24,3,244,Course list,1,3,Project description,44,"Part-time, Freelance",Mid Level,Work detail,0.6,0.6,0.0,0.9,0.5,0.4,Business,Office,"Finance, Healthcare",AI Engineer,5,3,4,2,2,Working Professional,AI Engineer
fa8491e4-da42-4c24-8af7-2875b4ad2779,2025-10-26 06:18:52.891865,33,Male,Nagpur,Punjabi,60.43,78.03,Commerce,BCA,7.98,MTech,9.77,MSc,0.5,"TensorFlow, PyTorch",0.3,"Leadership, Problem Solving",6.1,auto,16,2,168,Course list,1,1,Project description,106,"Freelance, Full-time",Senior Level,Work detail,0.6,0.4,0.4,0.3,0.0,0.9,Creative,"Flexible, Office","Manufacturing, Finance, E-commerce",Designer,4,4,5,3,3,Working Professional,Designer
e6b5f0d1-b2fd-4caa-b61f-5eec490d9f39,2024-12-10 06:18:52.891993,43,Other,Ahmedabad,"Marathi, Tamil, Telugu",93.04,59.7,Arts,BSc Math,6.51,MSc,9.7,PhD,0.54,"SQL, MongoDB",0.3,"Creativity, Adaptability",6.6,auto,29,4,289,Course list,2,3,Project description,92,Internship,Senior Level,Work detail,0.8,0.2,0.5,0.3,0.8,0.0,Technical,Flexible,Finance,Project Manager,3,5,1,5,3,Working Professional,Project Manager
eb51e25c-1ad0-4573-9d92-3bd6fbc06490,2025-05-15 06:18:52.892086,25,Female,Indore,Telugu,55.33,85.42,Arts,BSc Physics,7.93,None,0.0,MA,0.53,"Python, JavaScript",1.0,"Communication, Teamwork",8.3,auto,16,3,123,Course list,7,5,Project description,7,"Internship, Part-time",Entry Level,Work detail,0.9,0.5,0.7,0.3,0.2,0.8,Business,"Flexible, Hybrid",E-commerce,Software Engineer,5,3,3,4,3,Student,Software Engineer
bc4699db-8baf-4eef-9d12-6421b3c602e6,2025-10-16 06:18:52.892166,46,Other,Jaipur,"Kannada, Telugu, Hindi, Gujarati",93.11,65.06,Science,BA English,8.24,MCA,6.38,BSc,0.5,"AWS, Docker",1.0,"Leadership, Problem Solving",5.5,auto,12,2,281,Course list,3,3,Project description,154,Internship,Senior Level,Work detail,0.3,0.9,0.3,0.6,0.8,0.6,Business,Hybrid,"E-commerce, Manufacturing",Project Manager,5,5,3,2,2,Working Professional,Project Manager
7deb1aaa-d735-4675-b80a-b8dad0ef9e14,2025-09-01 06:18:52.892235,29,Male,Chennai,"Telugu, Marathi, Hindi, Malayalam",90.85,88.63,Science,BTech CSE,6.64,MBA,7.8,BE,0.64,"AWS, Docker",1.0,"Communication, Teamwork",7.3,auto,27,5,75,Course list,3,5,Project description,24,"Internship, Part-time",Mid Level,Work detail,1.0,0.8,0.9,0.9,0.4,0.1,Other,"Remote, Flexible","Finance, Consulting, Technology",Data Analyst,2,4,1,4,5,Working Professional,Data Analyst
9dfdf014-1fe2-434d-81c2-9a13ba0539cc,2025-09-29 06:18:52.892340,24,Female,Ahmedabad,"Bengali, Marathi, Malayalam",93.49,82.46,Arts,BTech Mechanical,9.06,None,0.0,BA,0.51,"AWS, Docker",0.9,"Communication, Teamwork",5.8,auto,25,5,495,Course list,9,4,Project description,19,"Freelance, Part-time",Entry Level,Work detail,0.2,0.3,0.8,0.9,0.2,0.7,Creative,Office,"Finance, Manufacturing, E-commerce",Designer,1,5,5,1,4,Student,Designer
