User ID,Timestamp,Age,Gender,Location,Class 10 Percentage,Class 12 Percentage,Class 12 Stream,Graduate Major,Graduate CGPA,PG Major,PG CGPA,Highest Education,Academic Consistency,Technical Skills,Tech Skill Proficiency,Soft Skills,Soft Skill Proficiency,Courses Completed,Avg Course Difficulty,Total Hours Learning,Course Keywords,Project Count,Avg Project Complexity,Experience Months,Experience Types,Job Level,Work Keywords,Interest STEM,Interest Business,Interest Arts,Interest Design,Interest Medical,Interest Social Science,Career Preference,Work Preference,Preferred Industries,Conscientiousness,Extraversion,Openness,Agreeableness,Emotional Stability,Current Status,Target Job Role
34360e87-b0d7-40c5-a375-458c967b9a3e,18:52.9,24,Male,Hyderabad,56.05,80.59,Science,BSc Physics,9.14,MSc,9.27,MSc,0.6,"Express.js, Git, Java, Node.js, Python, SQL",0.9,"Problem Solving, Teamwork, Communication",5.1,11,5.0,400,"C Programming Basics, C Programming Basics, C Programming Basics",10,3.0,15,Freelance,Entry Level,Work detail,0.8,0.4,0.1,0.9,0.8,0.5,Technical,"Flexible, Office",Technology,4,4,3,3,2,Student,Backend Developer
e83544e4-8d87-480c-9f02-934b97d4175b,18:52.9,46,Other,Delhi,85.79,62.52,Science,BTech CSE,7.3,MCA,9.25,MCA,0.62,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.5,"Communication, Problem Solving, Teamwork",7.1,4,2.0,124,"Advanced Java Programming, C Programming Basics, Advanced Java Programming, C Programming Basics, C Programming Basics",8,1.0,222,"Full-time, Freelance",Senior Level,Work detail,0.7,0.5,0.4,1.0,0.9,0.7,Technical,"Flexible, Office",Technology,5,2,3,5,1,Working Professional,Frontend Developer
2d0e046f-fc88-413e-8d2f-5fb67d342380,18:52.9,20,Other,Kolkata,62.88,61.56,Arts,BTech Mechanical,6.62,MSc,7.8,MSc,0.71,"Express.js, Git, Java, Node.js, Python, SQL",0.4,"Communication, Teamwork, Problem Solving",5.2,4,1.0,151,"Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, C Programming Basics, C Programming Basics",10,5.0,7,Part-time,Entry Level,Work detail,0.1,0.3,0.0,0.0,0.9,0.2,Other,Flexible,Technology,5,5,2,4,2,Student,Backend Developer
25c73f7d-77ca-459d-801c-9f461b8eca22,18:52.9,27,Male,Bhopal,74.36,73.53,Science,BCA,9.02,MSc,9.77,MSc,0.69,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.5,"Critical Thinking, Research Skills, Analytical Thinking",5.5,9,2.0,360,"Python Zero to Hero, Data Engineering with Python, Python for Data Science",6,5.0,22,"Part-time, Internship",Entry Level,Work detail,0.1,1.0,0.4,0.6,0.2,0.6,Creative,"Office, Hybrid","AI & Machine Learning, Technology",5,2,5,1,1,Student,AI Engineer
cac5e52c-c33e-4fe5-93ae-87f9956de10d,18:52.9,43,Other,Nagpur,67.17,89.44,Commerce,BBA,8.13,MTech,8.65,MTech,0.63,"Business Analysis, Excel, Project Management",0.7,"Problem Solving, Communication, Teamwork",5.1,10,5.0,485,"C Programming Basics, C Programming Basics, C Programming Basics, Advanced Java Programming",9,5.0,25,"Internship, Freelance",Mid Level,Work detail,0.0,0.3,0.1,0.1,0.8,0.7,Creative,Remote,Technology,4,1,5,3,4,Working Professional,Project Manager
4ac6539a-ca29-4fa4-8c90-567b9fa242e5,18:52.9,48,Male,Pune,71.44,71.87,Arts,BA English,9.39,MTech,6.32,MTech,0.45,"Figma, UI/UX Design",0.4,"Problem Solving, Teamwork, Communication",9.8,5,3.0,176,"Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, C Programming Basics, Advanced Java Programming, C Programming Basics",7,3.0,274,Freelance,Senior Level,Work detail,0.3,0.9,0.0,1.0,0.2,0.3,Other,Hybrid,Technology,1,5,4,5,2,Working Professional,UX Designer
609b1181-fb24-4b53-9623-482b0a8f7886,18:52.9,21,Other,Chennai,78.78,63.91,Arts,BA English,9.03,,0.0,BA English,0.93,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",0.5,"Critical Thinking, Business Communication, Attention to Detail",6.7,15,3.0,722,"Tableau Data Visualization, NoSQL Fundamentals, Business Analytics with Excel",0,3.0,18,Freelance,Entry Level,Work detail,0.4,0.5,0.2,0.2,0.8,0.1,Other,"Remote, Hybrid","E-commerce, Technology, FinTech",5,3,1,2,2,Student,Data Analyst
dbdeeaa5-4167-4f5b-ab2b-2d478033f635,18:52.9,23,Male,Kolkata,62.67,85.67,Science,BBA,9.37,MCA,9.64,MCA,0.71,"Bootstrap, Git, HTML/CSS, JavaScript, React",1.0,"Problem Solving, Teamwork, Communication",9.3,9,1.0,455,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, Advanced Java Programming",2,5.0,3,Internship,Entry Level,Work detail,0.9,0.0,0.8,0.2,0.1,0.7,Technical,Flexible,Technology,5,1,4,5,5,Student,Frontend Developer
32629330-7973-4534-b632-390ed5daf60a,18:52.9,43,Other,Pune,94.81,93.98,Commerce,BA English,9.46,MCA,6.75,MCA,0.81,"Express.js, Git, Java, Node.js, Python, SQL",0.8,"Communication, Teamwork, Problem Solving",5.2,7,5.0,291,"Spring Boot Mastery, Spring Boot Mastery, Full Stack Web Development, Docker for Developers, Advanced Java Programming",0,5.0,123,Internship,Senior Level,Work detail,0.2,0.6,0.0,0.1,0.5,0.3,Business,"Hybrid, Remote",Technology,5,1,1,4,2,Working Professional,Software Engineer
8ec50e99-208f-439a-90af-df40fbe64994,18:52.9,34,Other,Guwahati,66.31,81.02,Arts,BTech Mechanical,8.47,MCA,8.5,MCA,0.82,"Excel, Problem Solving, Programming Basics",0.4,"Teamwork, Communication, Problem Solving",6.1,14,1.0,371,"Advanced Java Programming, C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",7,2.0,42,Freelance,Mid Level,Work detail,0.1,0.1,0.4,0.4,0.3,0.9,Business,Remote,Technology,3,1,3,5,3,Working Professional,Project Manager
ef07705c-3c38-4bad-8852-600cf26c6295,18:52.9,38,Female,Ahmedabad,55.56,78.17,Commerce,BSc Math,8.99,MTech,9.2,MTech,0.91,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.8,"Communication, Teamwork, Problem Solving",8.1,12,1.0,445,"C Programming Basics, Advanced Java Programming, C Programming Basics",2,4.0,74,"Part-time, Internship",Mid Level,Work detail,0.2,0.9,0.1,0.7,0.4,1.0,Business,"Office, Remote",Technology,2,5,5,2,4,Working Professional,Frontend Developer
a1f57978-b2a5-4a85-8cb3-4240aa983bd6,18:52.9,30,Female,Ahmedabad,59.68,91.2,Science,BA English,9.27,MBA,6.01,MBA,0.42,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",0.8,"Business Communication, Critical Thinking, Attention to Detail",7.4,12,3.0,532,"Power BI Dashboard Design, Business Analytics with Excel, Business Analytics with Excel, NoSQL Fundamentals, Tableau Data Visualization",11,3.0,40,"Internship, Full-time",Mid Level,Work detail,0.5,0.8,0.2,0.3,0.3,0.9,Other,Flexible,"E-commerce, Technology, FinTech",4,1,1,4,2,Working Professional,Data Analyst
66049db5-bbac-43dd-9f6d-bac9b3876241,18:52.9,34,Other,Ahmedabad,79.69,75.83,Commerce,BSc Physics,9.61,MBA,8.36,MBA,0.89,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",0.4,"Business Communication, Attention to Detail, Critical Thinking",10.0,7,3.0,320,"NoSQL Fundamentals, SQL for Data Analysis, SQL for Data Analysis, Power BI Dashboard Design, SQL for Data Analysis, Tableau Data Visualization",6,3.0,80,"Part-time, Freelance",Mid Level,Work detail,0.4,1.0,0.1,0.9,0.6,0.2,Creative,Remote,"E-commerce, Technology, FinTech",4,2,2,3,2,Working Professional,Data Analyst
0ed193ac-0ae2-4487-8ede-a0628c253fbb,18:52.9,28,Female,Patna,64.14,77.47,Commerce,BTech CSE,8.71,,0.0,BTech CSE,0.82,"Data Structures, Python, SQL",0.6,"Teamwork, Problem Solving, Communication",7.4,9,2.0,373,"C Programming Basics, C Programming Basics, Advanced Java Programming",12,3.0,8,Part-time,Entry Level,Work detail,0.6,0.7,0.9,0.5,0.0,0.3,Other,Flexible,Technology,1,3,5,1,5,Student,Project Manager
31b60563-79e1-48d3-bd5b-b3fed689917b,18:52.9,22,Male,Lucknow,85.39,68.58,Commerce,BCom,8.83,MBA,8.35,MBA,0.65,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Critical Thinking, Research Skills, Analytical Thinking",5.9,6,3.0,269,"Mathematics for Machine Learning, Data Engineering with Python, Python for Data Science, Mathematics for Machine Learning, Data Engineering with Python",11,4.0,15,"Freelance, Part-time",Entry Level,Work detail,0.2,0.8,0.9,0.5,0.6,0.2,Technical,Hybrid,"AI & Machine Learning, Technology",4,1,4,4,4,Student,AI Engineer
3dcd040b-deff-480e-a118-b553d81fba91,18:52.9,20,Other,Chennai,89.75,80.0,Commerce,BCA,7.3,MSc,7.97,MSc,0.9,"Data Structures, Python, SQL",0.4,"Communication, Problem Solving, Teamwork",5.1,8,2.0,340,"Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, C Programming Basics, C Programming Basics",12,5.0,18,"Freelance, Full-time",Entry Level,Work detail,0.4,0.2,0.1,0.4,0.1,0.1,Creative,Hybrid,Technology,2,4,1,4,4,Student,Project Manager
f501d5ab-dabf-49ad-8149-59d0908bbaac,18:52.9,42,Male,Pune,61.17,85.5,Arts,BBA,9.4,,0.0,BBA,0.91,"Bootstrap, Git, HTML/CSS, JavaScript, React",1.0,"Problem Solving, Communication, Teamwork",8.9,1,3.0,29,"Advanced Java Programming, C Programming Basics, Advanced Java Programming, C Programming Basics",12,5.0,171,"Full-time, Freelance",Senior Level,Work detail,0.1,0.9,0.1,0.3,0.3,0.5,Other,Hybrid,Technology,3,2,3,5,5,Working Professional,Frontend Developer
5ce50492-4f2f-4152-97f3-6b50ec724eff,18:52.9,38,Male,Bengaluru,76.1,94.41,Arts,BTech CSE,9.41,MCA,8.97,MCA,0.87,"Data Structures, Python, SQL",0.9,"Teamwork, Problem Solving, Communication",6.0,10,2.0,351,"C Programming Basics, C Programming Basics, Advanced Java Programming, C Programming Basics, C Programming Basics",2,1.0,116,Part-time,Senior Level,Work detail,0.9,0.0,0.2,1.0,0.0,0.3,Creative,Flexible,Technology,2,5,1,4,3,Working Professional,Project Manager
129c2946-04ba-40a5-ab17-56d1e9366dfb,18:52.9,20,Female,Hyderabad,57.74,58.65,Commerce,BBA,8.4,MSc,6.29,MSc,0.93,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.6,"Critical Thinking, Analytical Thinking, Research Skills",7.1,3,4.0,195,"Python Zero to Hero, Machine Learning A-Z, Data Engineering with Python, Python for Data Science",4,3.0,14,"Freelance, Part-time",Entry Level,Work detail,0.3,0.5,0.0,0.6,0.1,0.5,Technical,Hybrid,"AI & Machine Learning, Technology",1,3,3,3,4,Student,AI Engineer
6af7c901-d477-47a8-b978-6314092d5e29,18:52.9,44,Male,Hyderabad,73.97,89.5,Arts,BCom,9.56,MSc,7.06,MSc,0.93,"Express.js, Git, Java, Node.js, Python, SQL",0.7,"Communication, Problem Solving, Teamwork",9.0,7,3.0,313,"Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, C Programming Basics, Advanced Java Programming",9,5.0,84,"Full-time, Part-time",Senior Level,Work detail,0.8,0.6,0.5,0.1,0.1,0.5,Other,"Hybrid, Flexible",Technology,4,1,5,3,2,Working Professional,Backend Developer
0fec8f22-bf67-4746-bc93-7ccfb84f135a,18:52.9,34,Male,Guwahati,65.69,85.98,Arts,BSc Math,8.82,MBA,8.8,MBA,0.79,"Express.js, Git, Java, Node.js, Python, SQL",0.7,"Problem Solving, Teamwork, Communication",7.9,10,3.0,571,"C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics, Advanced Java Programming, C Programming Basics",12,3.0,94,"Freelance, Full-time",Senior Level,Work detail,1.0,0.1,0.1,0.2,0.4,0.0,Business,"Hybrid, Office",Technology,3,1,1,2,1,Working Professional,Backend Developer
43d0af93-fcce-4912-a6cf-cd36fcce41df,18:52.9,31,Male,Chennai,85.83,94.65,Science,BTech CSE,9.39,MSc,7.69,MSc,0.71,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.4,"Teamwork, Problem Solving, Communication",9.4,13,4.0,465,"Advanced Java Programming, C Programming Basics, C Programming Basics, Advanced Java Programming, C Programming Basics, Advanced Java Programming",8,2.0,104,"Full-time, Internship",Senior Level,Work detail,0.4,0.8,0.8,0.3,0.9,0.1,Other,"Office, Hybrid",Technology,2,3,1,4,5,Working Professional,Frontend Developer
ccb31862-e2af-45a7-a745-63c1809f8512,18:52.9,32,Female,Kochi,76.51,70.96,Science,BSc Physics,9.29,MTech,6.23,MTech,0.58,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.7,"Teamwork, Communication, Problem Solving",5.8,5,3.0,185,"Advanced Java Programming, Advanced Java Programming, C Programming Basics, C Programming Basics, C Programming Basics, Advanced Java Programming",0,2.0,15,Freelance,Entry Level,Work detail,0.8,0.3,0.4,0.1,0.4,0.6,Business,"Hybrid, Remote",Technology,4,5,4,1,1,Working Professional,Frontend Developer
b1fddfd8-d085-4046-8075-33b8ac8c6b39,18:52.9,27,Female,Chennai,81.98,75.25,Science,BTech CSE,8.94,MTech,8.32,MTech,0.55,"Express.js, Git, Java, Node.js, Python, SQL",0.3,"Problem Solving, Teamwork, Communication",9.7,15,5.0,611,"JavaScript Essentials, Spring Boot Mastery, Advanced Java Programming, Docker for Developers, Docker for Developers, JavaScript Essentials",2,1.0,0,"Part-time, Internship",Entry Level,Work detail,0.9,0.2,0.6,0.4,0.3,0.9,Technical,Office,Technology,4,3,4,5,2,Student,Software Engineer
5ab80ad9-a45f-47bb-b644-2e496a897dd7,18:52.9,49,Other,Mumbai,78.44,83.21,Science,BSc Physics,8.54,MTech,6.98,MTech,0.61,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",0.7,"Business Communication, Attention to Detail, Critical Thinking",7.2,3,2.0,177,"Tableau Data Visualization, SQL for Data Analysis, Power BI Dashboard Design, SQL for Data Analysis, SQL for Data Analysis, Power BI Dashboard Design",12,4.0,79,Part-time,Mid Level,Work detail,0.8,0.5,0.7,0.5,0.4,1.0,Other,Flexible,"E-commerce, Technology, FinTech",3,3,5,5,3,Working Professional,Data Analyst
76cc06fe-9627-4998-9ed7-571f3195a223,18:52.9,43,Other,Hyderabad,56.69,61.6,Science,BTech CSE,8.9,MTech,8.37,MTech,0.51,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.3,"Teamwork, Problem Solving, Communication",5.2,4,2.0,220,"C Programming Basics, Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, C Programming Basics, C Programming Basics",10,3.0,159,"Internship, Part-time",Senior Level,Work detail,0.4,0.1,0.6,0.9,0.8,1.0,Other,Office,Technology,3,3,4,2,4,Working Professional,Frontend Developer
8c13b3f8-b1bd-469e-b643-1b69627c3694,18:52.9,36,Other,Bengaluru,85.51,80.41,Science,BTech CSE,8.82,MBA,9.64,MBA,0.84,"Data Structures, Python, SQL",0.4,"Teamwork, Problem Solving, Communication",9.8,8,3.0,351,"Advanced Java Programming, Advanced Java Programming, Advanced Java Programming, C Programming Basics, C Programming Basics, Advanced Java Programming",9,4.0,72,"Internship, Freelance",Mid Level,Work detail,0.1,0.6,1.0,0.7,0.7,0.6,Technical,Remote,Technology,1,3,1,2,4,Working Professional,Project Manager
5081029d-e16b-478f-a7ff-705784b6fe3a,18:52.9,29,Other,Lucknow,77.78,58.14,Arts,BTech CSE,9.1,MSc,9.57,MSc,0.84,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",0.3,"Business Communication, Attention to Detail, Critical Thinking",9.1,8,5.0,344,"Power BI Dashboard Design, Power BI Dashboard Design, Power BI Dashboard Design, Power BI Dashboard Design",8,1.0,86,"Freelance, Full-time",Senior Level,Work detail,0.4,0.1,0.1,0.5,0.4,0.1,Technical,"Flexible, Hybrid","E-commerce, Technology, FinTech",2,2,1,5,2,Working Professional,Data Analyst
94d3280c-833c-485a-a757-ba67bb5a9bfd,18:52.9,41,Other,Jaipur,86.89,74.92,Arts,BBA,9.66,,0.0,BBA,0.86,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.9,"Communication, Problem Solving, Teamwork",7.9,2,3.0,79,"Advanced Java Programming, C Programming Basics, Advanced Java Programming, C Programming Basics, C Programming Basics, Advanced Java Programming",4,1.0,61,Full-time,Mid Level,Work detail,0.7,0.3,0.4,0.9,0.9,0.1,Creative,Remote,Technology,2,2,2,2,3,Working Professional,Frontend Developer
bdc7c2b7-d300-4468-928a-dceee1c4c11b,18:52.9,32,Male,Ahmedabad,67.89,59.25,Science,BA English,8.6,MTech,8.3,MTech,0.71,"Bootstrap, Git, HTML/CSS, JavaScript, React",0.8,"Communication, Teamwork, Problem Solving",9.2,13,3.0,500,"C Programming Basics, Advanced Java Programming, Advanced Java Programming, Advanced Java Programming",2,3.0,130,Internship,Senior Level,Work detail,0.8,0.0,0.8,1.0,0.9,0.9,Creative,Remote,Technology,3,5,2,1,2,Working Professional,Frontend Developer
f6c62251-a646-49ba-aec2-8629037f2a39,18:52.9,20,Other,Guwahati,64.65,74.79,Commerce,BBA,7.6,MCA,8.34,MCA,0.84,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",0.9,"Business Communication, Critical Thinking, Attention to Detail",5.6,8,5.0,277,"Business Analytics with Excel, Business Analytics with Excel, NoSQL Fundamentals, Power BI Dashboard Design, NoSQL Fundamentals",0,3.0,4,"Internship, Part-time",Entry Level,Work detail,0.8,1.0,0.8,0.4,0.5,0.4,Business,"Office, Remote","E-commerce, Technology, FinTech",3,4,2,3,2,Student,Data Analyst
ec2429b3-1fc5-4d0b-99b6-fa36be04aa12,18:52.9,22,Female,Bengaluru,79.78,62.41,Arts,BTech CSE,8.51,,0.0,BTech CSE,0.71,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",1.0,"Critical Thinking, Research Skills, Analytical Thinking",7.9,10,3.0,386,"Python for Data Science, Machine Learning A-Z, Python Zero to Hero, Deep Learning Fundamentals, Machine Learning A-Z",3,5.0,10,Internship,Entry Level,Work detail,0.1,0.1,0.7,0.8,0.9,0.9,Technical,Office,"AI & Machine Learning, Technology",3,2,3,5,5,Student,AI Engineer
232b7368-1e58-4f1e-87c7-4ebc35f0c9bf,18:52.9,24,Male,Chennai,55.44,66.15,Arts,BCom,9.08,MSc,8.76,MSc,0.43,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",1.0,"Research Skills, Critical Thinking, Analytical Thinking",8.3,7,2.0,329,"Deep Learning Fundamentals, Deep Learning Fundamentals, Data Engineering with Python, Mathematics for Machine Learning, Python Zero to Hero, Machine Learning A-Z",11,4.0,7,Freelance,Entry Level,Work detail,0.4,0.2,1.0,0.3,0.2,0.4,Other,"Office, Flexible","AI & Machine Learning, Technology",3,2,4,1,2,Student,AI Engineer
f3e365ae-fb4d-4f83-8d6c-d85b39aa2191,18:52.9,41,Female,Chennai,84.53,59.4,Arts,BTech CSE,9.56,MBA,8.17,MBA,0.93,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.8,"Analytical Thinking, Critical Thinking, Research Skills",5.2,2,3.0,96,"Mathematics for Machine Learning, Machine Learning A-Z, Python Zero to Hero, Data Engineering with Python",1,3.0,44,"Part-time, Freelance",Mid Level,Work detail,0.6,0.6,0.0,0.9,0.5,0.4,Business,Office,"AI & Machine Learning, Technology",5,3,4,2,2,Working Professional,AI Engineer
fa8491e4-da42-4c24-8af7-2875b4ad2779,18:52.9,33,Male,Nagpur,60.43,78.03,Commerce,BCA,7.98,MTech,9.77,MTech,0.5,"Figma, UI/UX Design",0.3,"Problem Solving, Communication, Teamwork",6.1,2,2.0,76,"C Programming Basics, Advanced Java Programming, Advanced Java Programming",1,1.0,106,"Freelance, Full-time",Senior Level,Work detail,0.6,0.4,0.4,0.3,0.0,0.9,Creative,"Flexible, Office",Technology,4,4,5,3,3,Working Professional,UX Designer
eb51e25c-1ad0-4573-9d92-3bd6fbc06490,18:52.9,25,Female,Indore,55.33,85.42,Arts,BSc Physics,7.93,,0.0,BSc Physics,0.53,"Express.js, Git, Java, Node.js, Python, SQL",1.0,"Problem Solving, Communication, Teamwork",8.3,13,3.0,545,"Spring Boot Mastery, Docker for Developers, Full Stack Web Development, Advanced Java Programming, Java Beginner Bootcamp, Full Stack Web Development",7,5.0,7,"Internship, Part-time",Entry Level,Work detail,0.9,0.5,0.7,0.3,0.2,0.8,Business,"Flexible, Hybrid",Technology,5,3,3,4,3,Student,Software Engineer
7deb1aaa-d735-4675-b80a-b8dad0ef9e14,18:52.9,29,Male,Chennai,90.85,88.63,Science,BTech CSE,6.64,MBA,7.8,MBA,0.64,"Data Analysis, NumPy, Pandas, Python, SQL, Tableau",1.0,"Attention to Detail, Business Communication, Critical Thinking",7.3,6,5.0,205,"Power BI Dashboard Design, SQL for Data Analysis, Tableau Data Visualization",3,5.0,24,"Internship, Part-time",Mid Level,Work detail,1.0,0.8,0.9,0.9,0.4,0.1,Other,"Remote, Flexible","E-commerce, Technology, FinTech",2,4,1,4,5,Working Professional,Data Analyst
