User ID,Timestamp,Age,Gender,Location,Class 10 Percentage,Class 12 Percentage,Class 12 Stream,Graduate Major,Graduate CGPA,PG Major,PG CGPA,Highest Education,Academic Consistency,Technical Skills,Tech Skill Proficiency,Soft Skills,Soft Skill Proficiency,Courses Completed,Avg Course Difficulty,Total Hours Learning,Course Keywords,Project Count,Avg Project Complexity,Experience Months,Experience Types,Job Level,Work Keywords,Interest STEM,Interest Business,Interest Arts,Interest Design,Interest Medical,Interest Social Science,Career Preference,Work Preference,Preferred Industries,Conscientiousness,Extraversion,Openness,Agreeableness,Emotional Stability,Current Status,Target Job Role,skill_tokens,match_scores
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
71037097-5556-47a5-9bb6-c0360b96a832,18:52.9,37,Other,Patna,78.52,55.09,Commerce,BCA,6.5,,0.0,MCA,0.8,"Deep Learning, Machine Learning, NumPy, PyTorch, Python, TensorFlow",0.7,"Problem Solving, Teamwork, Communication",5.8,10,4,477,"C Programming Basics, C Programming Basics, Advanced Java Programming, Advanced Java Programming, C Programming Basics",11,4,96,"Internship, Part-time",Senior Level,Work detail,1.0,0.0,0.6,0.5,0.6,0.1,Creative,Flexible,Technology,2,2,3,1,3,Working Professional,Backend Developer,"['deep', 'learning', 'machine', 'learning', 'numpy', 'pytorch', 'python', 'tensorflow']","{'AI Engineer': 4, 'Data Analyst': 1, 'Backend Developer': 0, 'Frontend Developer': 0, 'Software Engineer': 1, 'UX Designer': 0, 'Project Manager': 0}"
