User ID,Timestamp,Age,Gender,Location,Class 10 Percentage,Class 12 Percentage,Class 12 Stream,Graduate Major,Graduate CGPA,PG Major,PG CGPA,Highest Education,Academic Consistency,Technical Skills,Tech Skill Proficiency,Soft Skills,Soft Skill Proficiency,Courses Completed,Avg Course Difficulty,Total Hours Learning,Course Keywords,Project Count,Avg Project Complexity,Experience Months,Experience Types,Job Level,Work Keywords,Interest STEM,Interest Business,Interest Arts,Interest Design,Interest Medical,Interest Social Science,Career Preference,Work Preference,Preferred Industries,Conscientiousness,Extraversion,Openness,Agreeableness,Emotional Stability,Current Status,Target Job Role
UID_10011,04:49:15,24,Female,Kolkata,83.84,67.32,Commerce,BBA,7.71,MBA,5.09,Graduate,0.82,"node, python, mongodb, express, jwt, rest api",0.7,"teamwork, creativity, problem solving, communication",0.84,10,3.18,487,"learning, projects, skill development",8,3.89,33,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.35,0.65,0.67,0.86,0.23,0.5,Technical,Remote,Marketing,4,3,4,1,4,Student,Backend Developer
UID_10012,04:49:15,34,Male,Pune,94.78,73.8,Commerce,BSc,6.4,MSc,8.83,Post Graduate,0.87,"mongodb, node, docker, rest api",0.98,"teamwork, problem solving, communication, creativity, adaptability",0.73,18,4.9,148,"learning, projects, skill development",1,2.23,20,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.19,0.27,0.49,0.37,0.39,0.84,Creative,Remote,Finance,3,4,2,4,2,Working Professional,Backend Developer
UID_10013,04:49:15,32,Other,Jaipur,94.6,60.6,Arts,BSc,7.59,PGDCA,8.77,Graduate,0.87,"python, mysql, rest api, jwt",0.88,"adaptability, leadership, communication, problem solving",0.88,20,3.66,587,"learning, projects, skill development",3,2.77,23,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.91,0.51,0.5,0.8,0.65,0.7,Technical,Remote,Technology,4,2,4,3,3,Student,Backend Developer
UID_10014,04:49:15,32,Male,Hyderabad,70.02,58.76,Science,BSc IT,7.89,MSc,0.36,Graduate,0.73,"mongodb, docker, python, mysql, node, express",0.82,"communication, creativity, adaptability, teamwork, leadership, problem solving",0.71,26,2.75,103,"learning, projects, skill development",5,3.57,4,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.46,0.84,0.19,0.41,0.7,0.14,Creative,Hybrid,Technology,4,1,2,4,2,Student,Backend Developer
UID_10015,04:49:15,36,Female,Kolkata,86.81,65.83,Commerce,BSc,7.19,PGDCA,0.78,Post Graduate,0.51,"node, python, mysql, docker, express",0.99,"leadership, communication, teamwork, problem solving",0.93,13,4.07,107,"learning, projects, skill development",1,3.33,31,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.55,0.71,0.66,0.28,0.95,0.74,Management,Office,Technology,3,1,2,1,3,Student,Backend Developer
UID_10016,04:49:15,20,Male,Bangalore,64.91,69.24,Arts,BBA,8.79,MTech,0.14,Graduate,0.56,"node, python, rest api, mysql, docker",0.62,"leadership, creativity, teamwork, adaptability, problem solving",0.62,18,4.94,502,"learning, projects, skill development",5,3.42,32,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.46,0.65,0.05,0.95,0.89,0.26,Creative,Hybrid,Technology,2,2,3,2,4,Student,Backend Developer
UID_10017,04:49:15,18,Other,Delhi,76.58,82.36,Commerce,BCom,8.08,PGDCA,9.44,Graduate,0.97,"express, rest api, docker, node, mongodb",0.95,"adaptability, problem solving, communication, creativity, leadership, teamwork",0.85,24,3.73,429,"learning, projects, skill development",1,3.37,11,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.39,0.96,0.91,0.2,0.07,0.1,Business,Remote,Design,2,1,3,2,3,Working Professional,Backend Developer
UID_10018,04:49:15,40,Male,Kolkata,57.85,67.76,Commerce,BCA,9.22,MBA,0.23,Post Graduate,0.91,"rest api, node, docker, jwt",0.71,"communication, leadership, problem solving, creativity, adaptability, teamwork",0.65,25,3.05,124,"learning, projects, skill development",8,4.21,20,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.97,0.55,0.42,0.57,0.58,0.73,Business,Hybrid,Finance,4,2,1,3,4,Student,Backend Developer
UID_10019,04:49:15,41,Other,Chennai,89.68,77.47,Commerce,BSc IT,6.19,MTech,6.8,Graduate,0.87,"python, jwt, mongodb, node, mysql",0.7,"leadership, adaptability, teamwork, communication, creativity",0.75,21,3.52,391,"learning, projects, skill development",3,3.17,11,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.96,0.85,0.35,0.96,0.68,0.48,Management,Office,IT Services,2,3,4,1,1,Working Professional,Backend Developer
UID_10020,04:49:15,20,Female,Lucknow,79.1,77.15,Science,BBA,6.06,PGDCA,9.46,Graduate,0.89,"rest api, python, jwt, express, node, mysql",0.65,"communication, adaptability, problem solving, teamwork, leadership",0.97,11,4.99,182,"learning, projects, skill development",3,4.66,10,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.12,0.14,0.76,0.62,0.1,0.08,Technical,Office,Software,1,4,2,1,2,Student,Backend Developer
UID_10021,04:49:15,44,Other,Pune,83.25,58.25,Commerce,BBA,5.42,MTech,9.87,Graduate,0.69,"mongodb, express, docker, python, jwt, rest api",0.75,"adaptability, communication, leadership, problem solving, teamwork",0.93,11,4.96,181,"learning, projects, skill development",4,3.13,30,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.48,0.38,0.71,0.25,0.33,0.43,Creative,Office,Software,1,1,2,4,2,Student,Backend Developer
UID_10022,04:49:15,43,Female,Jaipur,84.64,85.69,Arts,BTech CSE,9.11,PGDCA,7.44,Post Graduate,0.84,"mysql, mongodb, docker, python, express, node",0.7,"problem solving, creativity, leadership, teamwork",0.76,21,2.25,166,"learning, projects, skill development",6,4.41,31,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.56,0.32,0.04,0.92,0.92,0.25,Technical,Hybrid,IT Services,3,4,1,2,3,Working Professional,Backend Developer
UID_10023,04:49:15,26,Female,Mumbai,63.67,66.78,Commerce,BBA,9.98,PGDCA,6.97,Graduate,0.69,"mongodb, rest api, express, node",0.89,"teamwork, communication, creativity, problem solving",0.97,14,4.85,407,"learning, projects, skill development",8,3.86,7,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.17,0.65,0.39,0.23,0.27,0.36,Creative,Hybrid,Finance,4,4,3,2,3,Student,Backend Developer
UID_10024,04:49:15,34,Female,Kolkata,66.19,71.45,Commerce,BA,8.01,PGDCA,2.71,Post Graduate,0.57,"python, jwt, docker, mongodb, node, rest api",0.63,"creativity, problem solving, communication, leadership, adaptability, teamwork",0.98,23,4.18,499,"learning, projects, skill development",8,4.63,4,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.03,0.38,0.81,0.99,0.15,0.59,Creative,Office,Software,3,1,2,3,3,Student,Backend Developer
UID_10025,04:49:15,34,Other,Bangalore,88.53,73.75,Science,BSc IT,7.07,MTech,2.73,Post Graduate,0.53,"docker, mongodb, express, node, rest api, jwt",0.95,"adaptability, teamwork, leadership, creativity, communication",0.93,9,4.99,486,"learning, projects, skill development",7,4.31,9,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.85,0.25,0.45,0.13,0.95,0.61,Business,Remote,Finance,2,1,1,4,4,Working Professional,Backend Developer
UID_10026,04:49:15,19,Female,Pune,69.33,59.54,Arts,BA,8.36,None,5.2,Post Graduate,0.89,"express, rest api, node, python, mongodb, jwt",0.81,"creativity, problem solving, adaptability, communication, leadership",0.94,26,4.9,450,"learning, projects, skill development",7,4.27,20,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.64,0.81,0.9,0.62,0.98,0.61,Technical,Hybrid,Design,2,2,3,3,3,Working Professional,Backend Developer
UID_10027,04:49:15,19,Other,Kolkata,68.93,75.56,Commerce,BTech CSE,8.92,PGDCA,3.97,Graduate,0.81,"mongodb, docker, node, express, jwt",0.94,"communication, problem solving, leadership, creativity, teamwork",0.98,8,3.38,450,"learning, projects, skill development",1,2.77,23,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.05,0.62,0.35,0.21,0.58,0.34,Technical,Remote,Marketing,3,1,3,3,4,Working Professional,Backend Developer
UID_10028,04:49:15,28,Female,Bangalore,60.55,80.63,Commerce,BSc IT,5.91,None,3.46,Post Graduate,0.95,"docker, node, python, express",0.79,"leadership, teamwork, problem solving, creativity, adaptability",0.87,22,3.81,100,"learning, projects, skill development",3,4.47,17,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.28,0.18,0.09,0.12,0.46,0.21,Technical,Hybrid,Finance,2,1,2,2,1,Student,Backend Developer
UID_10029,04:49:15,44,Female,Bangalore,56.57,86.98,Commerce,BTech CSE,8.14,PGDCA,0.82,Graduate,0.94,"python, jwt, docker, node, mysql, rest api",0.97,"teamwork, adaptability, creativity, problem solving, communication, leadership",0.62,8,4.42,302,"learning, projects, skill development",4,2.63,21,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.24,0.76,0.53,0.72,0.06,0.15,Management,Remote,IT Services,3,3,3,3,3,Student,Backend Developer
UID_10030,04:49:15,31,Other,Delhi,84.98,56.22,Commerce,BCom,9.34,MSc,3.54,Post Graduate,0.7,"jwt, mongodb, rest api, node, python",0.64,"adaptability, teamwork, communication, leadership, creativity, problem solving",0.89,14,3.69,322,"learning, projects, skill development",7,2.27,24,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.89,0.59,0.68,0.79,0.5,0.09,Management,Remote,Software,3,2,2,3,4,Working Professional,Backend Developer
UID_10031,04:49:15,25,Female,Pune,72.27,60.1,Arts,BCom,6.42,MTech,3.63,Post Graduate,0.82,"jwt, express, rest api, mongodb",0.83,"teamwork, problem solving, adaptability, leadership, creativity, communication",0.74,17,2.99,426,"learning, projects, skill development",1,2.02,20,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.15,0.25,0.16,0.19,0.29,0.17,Technical,Hybrid,Software,3,1,3,3,3,Student,Backend Developer
UID_10032,04:49:15,25,Female,Bangalore,82.88,94.89,Arts,BA,9.48,MTech,5.76,Graduate,0.96,"jwt, express, python, mongodb, docker",0.6,"problem solving, teamwork, leadership, creativity",0.99,28,4.17,490,"learning, projects, skill development",2,3.67,7,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.48,0.84,0.21,0.97,0.71,0.2,Technical,Remote,Marketing,4,1,4,3,1,Working Professional,Backend Developer
UID_10033,04:49:15,43,Other,Chennai,85.71,58.49,Commerce,BA,7.53,PGDCA,9.32,Post Graduate,0.66,"mongodb, rest api, docker, jwt, mysql",0.84,"communication, leadership, teamwork, problem solving",0.75,28,2.4,221,"learning, projects, skill development",2,2.97,1,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.09,0.14,0.0,0.12,0.47,0.61,Management,Hybrid,Marketing,3,2,3,1,1,Working Professional,Backend Developer
UID_10034,04:49:15,29,Other,Lucknow,71.34,92.32,Arts,BTech CSE,9.95,MBA,2.05,Graduate,0.69,"docker, express, jwt, rest api, node",0.97,"adaptability, teamwork, leadership, communication",0.89,12,4.48,278,"learning, projects, skill development",3,2.49,4,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.24,0.63,0.91,0.32,0.59,0.68,Management,Office,IT Services,4,3,4,2,4,Working Professional,Backend Developer
UID_10035,04:49:15,36,Male,Delhi,79.96,76.59,Arts,BSc IT,7.19,MBA,5.77,Post Graduate,0.68,"mongodb, express, node, jwt",0.76,"leadership, communication, teamwork, problem solving",0.81,25,4.72,88,"learning, projects, skill development",3,3.29,2,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.63,0.33,0.14,0.79,0.62,0.53,Technical,Office,Design,3,3,4,1,2,Working Professional,Backend Developer
UID_10036,04:49:15,42,Other,Delhi,67.47,64.94,Science,BTech CSE,8.72,PGDCA,0.34,Post Graduate,0.78,"docker, express, node, python, jwt",0.9,"communication, adaptability, problem solving, teamwork, creativity",0.95,5,2.31,208,"learning, projects, skill development",4,3.37,14,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.8,0.15,0.23,0.72,0.72,0.64,Business,Remote,IT Services,3,4,4,2,3,Working Professional,Backend Developer
UID_10037,04:49:15,44,Other,Mumbai,68.83,62.26,Science,BA,9.54,MBA,5.83,Post Graduate,0.7,"mongodb, jwt, mysql, docker, rest api, node",0.78,"creativity, problem solving, leadership, adaptability, communication",0.98,16,4.74,259,"learning, projects, skill development",9,2.77,11,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.1,0.92,0.79,0.02,0.65,0.77,Business,Remote,Finance,3,2,1,2,3,Student,Backend Developer
UID_10038,04:49:15,31,Other,Jaipur,92.37,92.02,Science,BA,7.25,MBA,1.13,Post Graduate,0.99,"python, mongodb, jwt, mysql",0.94,"leadership, communication, teamwork, problem solving, adaptability",0.65,29,3.0,420,"learning, projects, skill development",8,3.82,8,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.74,0.21,0.79,0.6,0.11,0.41,Creative,Remote,IT Services,2,3,2,2,3,Student,Backend Developer
UID_10039,04:49:15,35,Female,Bangalore,74.23,91.74,Arts,BBA,7.94,MTech,0.33,Post Graduate,0.96,"express, docker, node, python, mysql, mongodb",0.7,"creativity, adaptability, leadership, teamwork, communication",0.83,24,3.26,210,"learning, projects, skill development",1,4.34,21,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.22,0.21,0.52,0.98,0.46,0.56,Technical,Office,Technology,2,4,3,1,4,Working Professional,Backend Developer
UID_10040,04:49:15,34,Male,Jaipur,66.98,67.4,Arts,BA,6.99,MSc,4.27,Post Graduate,0.9,"rest api, mysql, express, python, jwt, mongodb",0.74,"creativity, adaptability, communication, leadership, teamwork, problem solving",0.79,21,2.11,335,"learning, projects, skill development",8,3.76,0,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.78,0.45,0.52,0.44,0.4,0.56,Creative,Office,Software,3,4,1,4,1,Student,Backend Developer
UID_10041,04:49:15,40,Other,Pune,92.84,69.93,Arts,BCA,6.35,MSc,6.44,Graduate,0.7,"rest api, mongodb, express, docker, python",0.61,"leadership, problem solving, creativity, teamwork",0.66,22,4.6,57,"learning, projects, skill development",1,3.66,2,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.23,0.67,0.02,0.1,0.8,0.18,Management,Hybrid,Technology,1,4,3,4,2,Working Professional,Backend Developer
UID_10042,04:49:15,20,Female,Delhi,64.73,83.89,Science,BSc IT,9.28,PGDCA,8.3,Graduate,0.7,"python, rest api, mysql, mongodb, jwt, docker",0.87,"creativity, leadership, problem solving, adaptability",0.68,27,4.69,56,"learning, projects, skill development",7,4.21,20,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.03,0.18,0.58,0.42,0.89,0.82,Creative,Office,Software,4,3,2,3,2,Student,Backend Developer
UID_10043,04:49:15,20,Female,Mumbai,78.61,65.72,Arts,BSc,8.12,MBA,4.09,Post Graduate,0.78,"mongodb, rest api, node, express",0.77,"communication, creativity, problem solving, adaptability, leadership, teamwork",0.72,24,4.92,413,"learning, projects, skill development",8,2.34,29,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.49,0.89,0.8,0.43,0.02,0.27,Management,Hybrid,Software,4,2,1,1,3,Working Professional,Backend Developer
UID_10044,04:49:15,26,Female,Pune,60.57,88.4,Commerce,BSc,9.92,PGDCA,5.26,Post Graduate,0.59,"docker, mysql, node, mongodb",0.71,"creativity, adaptability, teamwork, communication",0.61,22,3.59,91,"learning, projects, skill development",4,3.49,33,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.55,0.65,0.83,0.21,0.01,0.14,Management,Office,Design,1,3,2,3,4,Working Professional,Backend Developer
UID_10045,04:49:15,19,Male,Chennai,79.02,81.6,Arts,BBA,5.88,MBA,9.14,Post Graduate,0.71,"docker, mysql, mongodb, express",0.75,"creativity, adaptability, problem solving, teamwork, leadership",0.81,6,2.5,412,"learning, projects, skill development",1,2.25,35,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.77,0.07,0.84,0.44,0.92,0.72,Management,Office,Software,4,3,2,2,3,Working Professional,Backend Developer
UID_10046,04:49:15,32,Other,Kolkata,93.16,60.4,Commerce,BSc,7.42,MBA,2.7,Graduate,0.77,"express, mongodb, python, node, docker",0.66,"problem solving, communication, adaptability, creativity",0.94,21,3.49,414,"learning, projects, skill development",2,3.87,1,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.11,0.08,0.73,0.5,0.69,0.43,Management,Hybrid,IT Services,3,3,3,2,1,Working Professional,Backend Developer
UID_10047,04:49:15,29,Other,Bangalore,82.79,65.89,Science,BA,7.95,None,3.61,Post Graduate,0.55,"node, jwt, express, mysql, mongodb, docker",0.97,"adaptability, problem solving, communication, leadership, creativity, teamwork",0.65,14,4.07,546,"learning, projects, skill development",8,4.28,30,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.81,0.66,0.69,0.85,0.25,0.49,Technical,Hybrid,Finance,3,3,2,1,1,Working Professional,Backend Developer
UID_10048,04:49:15,43,Other,Kolkata,56.58,83.22,Science,BTech CSE,9.63,None,1.81,Post Graduate,0.78,"python, express, docker, jwt",0.97,"leadership, problem solving, teamwork, communication, creativity",0.61,25,4.19,547,"learning, projects, skill development",7,4.39,30,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.86,0.84,0.32,0.83,0.04,0.6,Creative,Office,Finance,3,4,4,1,2,Student,Backend Developer
UID_10049,04:49:15,20,Female,Bangalore,82.85,68.59,Arts,BBA,8.62,MTech,0.65,Post Graduate,0.66,"mysql, mongodb, express, python, jwt",0.82,"adaptability, creativity, teamwork, communication, problem solving",0.92,29,4.21,210,"learning, projects, skill development",2,2.07,33,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.02,0.87,0.53,0.94,0.8,1.0,Business,Hybrid,Software,4,1,2,1,1,Student,Backend Developer
UID_10050,04:49:15,38,Female,Delhi,74.19,78.23,Arts,BSc,6.36,None,3.98,Post Graduate,0.55,"jwt, mysql, express, docker",0.73,"adaptability, leadership, communication, creativity, teamwork",0.81,5,2.72,52,"learning, projects, skill development",8,2.86,3,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.72,0.59,0.28,0.91,0.05,0.11,Business,Office,Design,1,4,4,4,3,Student,Backend Developer
UID_10051,04:49:15,43,Male,Bangalore,86.92,65.36,Commerce,BA,7.94,MSc,9.82,Graduate,0.94,"mongodb, mysql, express, node, python, rest api",0.84,"communication, leadership, problem solving, adaptability, teamwork, creativity",0.96,6,2.5,359,"learning, projects, skill development",5,4.49,9,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.05,0.38,0.04,0.96,0.83,0.8,Business,Office,Design,2,3,3,1,1,Working Professional,Backend Developer
UID_10052,04:49:15,20,Other,Pune,78.89,76.0,Arts,BSc IT,6.3,None,5.15,Post Graduate,0.75,"mysql, jwt, mongodb, express",1.0,"leadership, communication, problem solving, creativity, adaptability, teamwork",0.96,7,2.67,169,"learning, projects, skill development",9,3.78,13,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.86,0.46,0.39,0.27,0.48,0.04,Management,Office,Technology,2,4,2,1,3,Working Professional,Backend Developer
UID_10053,04:49:15,25,Other,Mumbai,92.26,84.41,Arts,BSc,6.41,MSc,2.53,Post Graduate,0.5,"mysql, docker, mongodb, express, python",0.88,"teamwork, problem solving, communication, leadership, adaptability, creativity",0.62,22,2.24,365,"learning, projects, skill development",5,4.97,31,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.52,0.91,0.57,0.66,0.54,0.86,Technical,Remote,Technology,1,2,4,3,4,Student,Backend Developer
UID_10054,04:49:15,25,Female,Mumbai,64.81,61.29,Commerce,BCom,5.8,MSc,3.34,Post Graduate,0.62,"docker, python, jwt, node, mysql",0.97,"problem solving, leadership, adaptability, creativity, communication",0.64,10,2.57,182,"learning, projects, skill development",9,2.09,22,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.01,0.82,0.23,0.91,0.0,0.56,Management,Remote,Software,1,1,4,3,2,Working Professional,Backend Developer
UID_10055,04:49:15,30,Male,Jaipur,79.68,94.25,Science,BA,8.16,MBA,2.6,Graduate,0.82,"rest api, python, docker, express",0.82,"adaptability, leadership, communication, teamwork, creativity, problem solving",0.91,10,2.85,504,"learning, projects, skill development",9,4.89,27,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.63,0.93,0.1,0.94,0.69,0.07,Management,Remote,Finance,3,4,1,4,2,Student,Backend Developer
UID_10056,04:49:15,34,Male,Lucknow,78.29,68.84,Commerce,BSc,8.1,MBA,0.46,Graduate,0.94,"mongodb, mysql, node, rest api",0.99,"teamwork, creativity, communication, adaptability, problem solving",0.99,8,3.94,430,"learning, projects, skill development",7,2.2,32,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.32,0.49,0.77,0.68,0.45,0.27,Business,Remote,Design,1,4,1,3,1,Student,Backend Developer
UID_10057,04:49:15,26,Female,Hyderabad,61.54,86.79,Arts,BCom,8.47,None,2.21,Post Graduate,0.54,"rest api, python, node, express, jwt, mongodb",0.87,"problem solving, creativity, communication, leadership, adaptability, teamwork",0.86,7,4.85,489,"learning, projects, skill development",5,4.73,19,"backend internship, api development",Entry Level,"work experience, tasks, responsibilities",0.4,0.27,0.98,0.41,0.89,0.23,Technical,Office,Marketing,1,3,4,1,1,Working Professional,Backend Developer
UID_10058,04:49:15,41,Other,Kolkata,69.74,89.57,Science,BTech CSE,7.37,MTech,9.68,Post Graduate,0.59,"python, docker, mongodb, rest api, mysql",0.95,"communication, problem solving, creativity, adaptability, leadership, teamwork",0.91,19,3.36,248,"learning, projects, skill development",3,4.39,23,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.92,0.62,0.8,0.48,0.12,0.13,Management,Hybrid,IT Services,4,4,4,1,2,Working Professional,Backend Developer
UID_10059,04:49:15,33,Female,Pune,74.66,57.57,Commerce,BA,7.91,None,2.69,Post Graduate,0.9,"node, jwt, rest api, mysql",0.72,"teamwork, problem solving, creativity, communication, adaptability, leadership",0.78,12,3.39,369,"learning, projects, skill development",2,3.44,30,"backend internship, api development",Mid Level,"work experience, tasks, responsibilities",0.72,0.66,0.76,0.95,0.91,0.72,Management,Office,Design,3,4,1,1,4,Working Professional,Backend Developer
